StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
California,Santa Clara,6.4,6.1,6.7
Missouri,Kansas City,9.1,8.6,9.8
Nevada,Henderson,8.5,8.0,9.1
Colorado,Centennial,8.0,7.5,8.7
South Carolin,Charleston,8.5,8.2,8.9
New Hampshire,Manchester,10.2,9.6,10.9
California,Los Angeles,7.2,6.9,7.7
Alabama,Tuscaloosa,,,
Alabama,Huntsville,8.3,8.0,8.8
California,Mountain View,7.6,7.2,8.1
California,Los Angeles,7.2,6.8,7.6
Washington,Renton,8.4,8.1,8.8
Wisconsin,Madison,7.9,7.6,8.4
Illinois,Chicago,9.0,8.3,9.7
Ohio,Cincinnati,10.0,9.3,10.9
New York,New York,10.0,9.4,10.6
Tennessee,Knoxville,,,
Arizona,Phoenix,9.4,8.9,10.1
Texas,Frisco,,,
California,Los Angeles,10.2,9.2,11.2
California,Oxnard,9.2,8.4,10.1
Florida,Deerfield Beach,10.1,9.6,10.7
South Carolin,North Charleston,11.1,10.4,11.9
Oklahoma,Tulsa,10.2,9.7,10.8
Colorado,Colorado Springs,9.5,9.4,9.5
Arizona,Chandler,8.8,8.3,9.3
Florida,Jacksonville,8.4,8.1,8.7
California,Sacramento,10.8,10.3,11.3
Virginia,Roanoke,11.2,10.4,12.0
California,San Marcos,8.4,8.2,8.5
Missouri,Kansas City,8.8,8.4,9.2
Indiana,Fort Wayne,9.9,9.4,10.4
Alabama,Mobile,9.9,9.8,10.0
New York,New York,9.2,8.7,9.8
Illinois,Springfield,9.6,9.0,10.3
Kansas,Lawrence,8.3,7.9,8.9
New York,Rochester,12.6,12.1,13.3
Kentucky,Lexington,13.2,12.2,14.2
California,Los Angeles,7.9,7.5,8.3
New York,Yonkers,10.1,9.5,11.0
Massachusetts,Cambridge,9.8,9.3,10.6
New Mexico,Albuquerque,9.9,9.6,10.2
Oregon,Portland,9.0,8.5,9.6
Texas,Corpus Christi,7.8,7.5,8.2
Minnesota,Minneapolis,10.5,9.8,11.2
California,Santa Clarita,9.3,8.8,9.7
Pennsylvania,Philadelphia,11.2,10.6,11.8
Virginia,Virginia Beach,7.2,6.6,7.9
California,Anaheim,8.4,8.4,8.5
Indiana,Fort Wayne,10.5,9.8,11.3
Texas,Plano,7.2,6.9,7.7
California,Mission Viejo,8.2,7.7,8.7
Louisiana,New Orleans,12.1,11.0,13.4
Texas,Longview,10.3,9.7,10.8
Texas,Houston,8.9,8.3,9.5
Utah,Layton,9.3,8.7,9.9
California,Los Angeles,10.8,9.9,11.6
Michigan,Warren,12.5,11.7,13.5
Massachusetts,Boston,12.7,11.9,13.6
Pennsylvania,Pittsburgh,9.2,8.8,9.6
California,Fontana,8.8,8.3,9.4
Oklahoma,Oklahoma City,9.9,9.3,10.7
Nevada,Las Vegas,9.3,8.8,9.8
Georgia,Warner Robins,8.3,7.9,8.9
California,Napa,8.8,8.2,9.5
Tennessee,Memphis,12.9,12.0,13.8
Florida,Miami Beach,6.8,6.3,7.3
New York,New York,12.0,11.2,13.0
Florida,Jacksonville,8.5,8.1,8.9
California,Los Angeles,,,
Colorado,Colorado Springs,10.5,10.1,10.9
Tennessee,Murfreesboro,9.5,8.9,10.3
Texas,Laredo,9.8,8.8,10.8
Texas,Arlington,9.4,8.6,10.3
Texas,Fort Worth,8.8,8.4,9.4
New York,New York,9.6,9.1,10.2
Minnesota,St. Paul,9.3,8.9,9.7
Florida,Boca Raton,8.3,7.8,8.8
Minnesota,Rochester,8.0,7.5,8.6
Florida,Cape Coral,7.6,7.1,8.2
New York,New York,13.1,12.2,14.2
Arizona,Mesa,,,
New York,New York,9.6,8.9,10.3
California,Milpitas,6.2,5.8,6.7
Texas,Fort Worth,8.7,8.3,9.2
New York,New York,14.1,12.7,15.7
California,Los Angeles,7.6,7.1,8.2
Missouri,Lee's Summit,8.6,8.2,9.1
California,Los Angeles,9.5,8.8,10.2
Oklahoma,Edmond,9.1,8.6,9.7
Maryland,Baltimore,11.3,10.6,12.0
California,Los Angeles,10.9,10.0,11.7
Massachusetts,Fall River,12.4,11.5,13.5
Tennessee,Nashville,13.3,12.4,14.3
Pennsylvania,Allentown,10.1,9.5,11.3
Colorado,Denver,7.8,7.5,8.2
Ohio,Columbus,9.5,8.9,10.3
Florida,Tampa,7.6,7.1,8.3
Ohio,Columbus,,,
Texas,Garland,8.6,8.2,9.0
California,San Diego,7.5,7.2,7.9
California,Lancaster,9.6,9.1,10.2
California,Oakland,7.8,7.5,8.2
Colorado,Pueblo,9.8,9.3,10.5
California,Sunnyvale,6.2,6.0,6.5
California,Pasadena,8.3,7.8,8.8
New York,New York,12.0,11.2,13.0
Colorado,Thornton,9.4,8.8,10.0
New York,New York,8.7,8.3,9.2
West Virginia,Charleston,12.1,11.4,12.8
California,Downey,7.9,7.4,8.6
California,San Leandro,8.5,8.2,8.8
Virginia,Norfolk,9.0,8.7,9.4
California,Torrance,7.1,6.8,7.4
California,Citrus Heights,9.9,9.3,10.5
New York,Rochester,15.4,14.7,16.2
New York,New York,11.3,10.7,12.2
Oklahoma,Broken Arrow,9.4,9.3,9.5
Washington,Seattle,8.1,7.8,8.6
New York,New York,10.1,9.1,11.1
Illinois,Chicago,8.4,7.8,9.1
Michigan,Livonia,9.8,9.1,10.6
Texas,Austin,8.8,8.1,9.6
Kentucky,Lexington,13.0,12.2,14.5
California,San Jose,8.0,7.5,8.6
New York,New York,10.3,9.9,10.7
Florida,Hialeah,6.6,6.0,7.3
Florida,Jacksonville,8.5,8.0,9.0
Illinois,Naperville,8.1,7.7,8.8
Tennessee,Clarksville,10.7,10.2,11.3
Florida,Miami,,,
Massachusetts,Boston,15.0,14.3,15.8
Iowa,Sioux City,8.3,7.7,8.9
New York,New York,9.8,9.3,10.3
Texas,Houston,8.4,7.9,9.0
Nebraska,Omaha,8.9,8.1,10.2
Wisconsin,Milwaukee,10.5,9.1,12.7
California,Mountain View,7.3,6.9,7.6
Colorado,Colorado Springs,9.4,8.9,10.0
California,Long Beach,8.1,7.8,8.6
Michigan,Farmington Hills,9.8,9.2,10.4
Arizona,Scottsdale,8.9,8.4,9.7
Michigan,Flint,13.9,13.1,14.7
Florida,Pembroke Pines,6.9,6.6,7.2
Florida,Miami Beach,6.0,5.7,6.3
Texas,Houston,10.6,9.9,11.3
Illinois,Chicago,9.9,9.3,10.5
Illinois,Joliet,11.0,10.5,11.6
California,San Diego,10.2,9.5,11.0
California,Riverside,8.8,8.4,9.4
Texas,Abilene,9.7,9.2,10.2
South Carolin,Columbia,11.4,10.3,12.7
Indiana,Indianapolis,12.6,11.5,13.6
Arizona,Tucson,12.5,11.7,13.5
Ohio,Columbus,12.5,11.9,13.3
Virginia,Richmond,9.2,8.7,9.8
Washington,Everett,10.3,9.8,10.9
Maryland,Baltimore,12.3,11.5,13.3
Florida,Plantation,7.3,7.1,7.7
Oklahoma,Oklahoma City,12.0,11.3,12.8
Florida,Tampa,7.8,7.3,8.4
California,Corona,7.9,7.5,8.3
Texas,Austin,7.4,7.1,7.8
Texas,El Paso,8.4,7.6,9.3
Oklahoma,Oklahoma City,8.5,8.0,9.2
California,Elk Grove,9.2,8.8,9.7
California,Escondido,,,
New York,New York,8.4,8.0,9.2
Tennessee,Nashville,8.7,8.2,9.4
Oregon,Salem,11.4,10.4,12.4
California,Santa Rosa,9.5,8.8,10.3
California,Los Angeles,9.4,8.7,10.0
Utah,St. George,8.8,8.3,9.5
Tennessee,Memphis,11.3,10.4,12.2
Ohio,Youngstown,10.0,9.4,10.6
New Jersey,Newark,10.9,10.2,11.6
Texas,Houston,9.2,8.1,10.3
Missouri,Columbia,10.3,9.7,11.5
California,Los Angeles,9.2,8.3,10.3
California,Los Angeles,8.7,7.9,9.6
Nevada,Sparks,,,
Kansas,Overland Park,7.9,7.6,8.3
New Jersey,Jersey City,7.9,7.5,8.4
Texas,Odessa,8.3,7.8,8.9
Alabama,Hoover,8.0,7.6,8.6
New York,New York,11.7,11.0,12.5
California,Los Angeles,9.6,8.7,10.5
Pennsylvania,Pittsburgh,9.0,8.6,9.6
Oregon,Portland,,,
Washington,Vancouver,10.0,9.4,10.7
Tennessee,Nashville,8.2,7.8,8.7
New York,New York,9.0,8.4,9.6
Indiana,Indianapolis,12.0,11.1,12.9
Texas,Amarillo,12.2,11.3,13.2
Florida,Tampa,8.7,8.2,9.4
California,San Diego,7.2,6.9,7.5
Florida,Tallahassee,8.2,7.8,8.7
California,Santa Monica,7.5,7.1,7.9
California,Los Angeles,7.4,7.0,7.9
Oklahoma,Tulsa,14.4,13.7,15.1
New York,New York,12.5,11.8,13.1
Florida,Orlando,7.4,7.1,7.8
California,Bakersfield,9.0,8.5,9.6
Missouri,Independence,10.7,10.0,11.6
Texas,Fort Worth,9.7,9.0,10.4
Florida,Miami Beach,6.8,6.3,7.4
Colorado,Denver,9.0,8.3,9.7
Colorado,Arvada,9.0,8.9,9.1
Michigan,Wyoming,11.0,10.2,11.9
Colorado,Aurora,9.3,8.8,9.8
Hawaii,Honolulu,10.0,9.5,10.5
Virginia,Norfolk,9.6,9.5,9.7
District of C,Washington,8.8,8.1,10.0
Texas,San Antonio,8.1,7.7,8.6
Illinois,Waukegan,9.5,8.8,10.3
Texas,El Paso,7.3,6.9,8.0
California,Garden Grove,8.2,7.7,8.6
Tennessee,Nashville,9.9,9.4,10.6
Nevada,Las Vegas,9.3,8.4,10.2
California,San Diego,9.4,8.6,10.8
California,San Ramon,7.5,7.2,7.9
Illinois,Rockford,8.6,8.1,9.1
Massachusetts,Cambridge,11.9,11.2,12.5
New Mexico,Albuquerque,10.9,10.3,11.5
California,Santa Clarita,7.9,7.5,8.4
Texas,Austin,10.4,9.7,11.1
North Carolin,Raleigh,7.3,6.9,7.7
Ohio,Toledo,12.0,11.2,12.9
Wisconsin,Madison,8.5,7.9,9.2
Ohio,Cincinnati,15.1,13.8,17.1
District of C,Washington,10.1,9.4,10.9
Illinois,Bolingbrook,9.5,9.0,10.1
New York,New York,9.8,9.1,10.5
Michigan,Detroit,11.1,10.6,11.7
New York,New York,11.6,10.7,12.7
California,Vallejo,7.9,7.6,8.3
North Carolin,Asheville,,,
Oklahoma,Tulsa,11.8,11.1,12.6
Arizona,Phoenix,11.1,10.4,12.0
Kentucky,Lexington,10.5,9.8,11.4
California,Rancho Cucamonga,9.2,8.8,9.8
New Jersey,Paterson,9.7,9.1,10.3
Arizona,Phoenix,10.9,10.3,11.7
Pennsylvania,Philadelphia,8.4,8.1,8.8
California,Pleasanton,8.2,7.8,8.7
California,Vallejo,9.8,9.3,10.2
Minnesota,Duluth,8.7,8.1,9.5
Maryland,Baltimore,9.5,9.1,10.1
California,San Jose,7.0,6.6,7.4
Idaho,Nampa,10.3,9.7,11.1
Texas,Missouri City,8.1,7.7,8.5
Washington,Federal Way,9.1,8.7,9.6
Texas,Odessa,9.7,8.8,10.9
Texas,Houston,7.8,7.4,8.3
Texas,Houston,11.6,10.7,12.5
Georgia,Atlanta,7.4,6.7,8.2
California,Costa Mesa,9.5,8.7,10.3
New York,New York,11.6,10.8,12.4
California,Pasadena,9.0,8.4,9.7
Michigan,Rochester Hills,8.8,8.3,9.5
Texas,Richardson,8.0,7.6,8.5
California,Roseville,,,
Arizona,Gilbert,9.7,9.3,10.3
Texas,Fort Worth,10.1,9.6,10.7
New York,New York,10.1,9.7,10.5
California,Garden Grove,7.6,7.2,8.1
Washington,Auburn,10.3,9.4,11.3
Michigan,Detroit,14.9,13.9,16.0
California,Tustin,7.8,7.4,8.3
Oklahoma,Oklahoma City,10.9,10.0,12.3
New York,New York,10.3,9.6,11.0
California,Pleasanton,7.3,7.0,7.8
California,El Monte,7.4,7.0,7.9
Illinois,Chicago,8.5,8.1,9.0
Illinois,Chicago,10.6,10.0,11.4
North Carolin,High Point,7.9,7.4,8.4
California,Fresno,8.4,8.0,8.9
Michigan,Detroit,12.9,12.2,13.6
Massachusetts,Fall River,12.9,11.9,14.0
New York,New York,11.2,10.5,12.1
North Carolin,Gastonia,7.8,7.3,8.5
Indiana,Fort Wayne,9.9,9.4,10.5
Ohio,Cleveland,11.1,10.4,11.9
California,Los Angeles,8.3,7.9,8.8
Washington,Seattle,9.6,9.3,10.0
Ohio,Columbus,12.9,12.1,13.9
Texas,Houston,11.1,10.3,12.0
Washington,Seattle,8.3,7.9,8.9
South Carolin,Charleston,8.7,8.1,9.4
Texas,Frisco,7.7,7.6,7.8
Washington,Seattle,8.5,8.1,9.0
Texas,Houston,8.9,8.3,9.5
Virginia,Virginia Beach,10.2,9.6,11.0
New York,Rochester,13.0,12.2,13.8
California,Murrieta,8.1,7.9,8.5
Hawaii,Honolulu,8.3,7.9,8.8
North Dakota,Fargo,9.2,8.5,10.1
Ohio,Cleveland,11.2,10.5,12.0
California,Concord,8.0,7.6,8.5
Wisconsin,Milwaukee,9.7,9.1,10.5
Washington,Spokane,11.3,10.7,12.0
Texas,Houston,7.8,7.3,8.6
Oklahoma,Oklahoma City,8.9,8.3,9.6
New York,New York,12.4,11.5,13.6
Pennsylvania,Erie,11.6,11.0,12.3
Ohio,Parma,9.8,9.2,10.5
Georgia,Savannah,11.0,10.3,11.9
California,Napa,9.2,8.5,10.0
California,Santa Barbara,8.0,7.7,8.3
Virginia,Chesapeake,10.7,10.0,11.6
Colorado,Arvada,9.1,8.5,9.9
California,Los Angeles,9.1,8.8,9.5
Pennsylvania,Philadelphia,10.2,9.6,10.9
Colorado,Lakewood,9.7,9.1,10.5
South Carolin,Columbia,,,
Connecticut,Bridgeport,9.3,8.9,9.9
Washington,Seattle,8.4,8.0,8.9
Texas,Houston,8.9,8.0,9.8
Washington,Seattle,9.0,8.7,9.2
Tennessee,Knoxville,10.9,10.8,11.0
Alaska,Anchorage,9.0,8.6,9.6
California,San Marcos,8.3,7.8,9.0
Arizona,Peoria,9.7,9.2,10.2
Florida,Boynton Beach,8.0,7.9,8.2
Arizona,Avondale,8.9,8.5,9.3
New York,Schenectady,15.3,14.6,16.0
Arizona,Gilbert,9.1,8.6,9.7
California,Tustin,7.6,7.2,8.1
New York,New York,9.1,8.4,9.9
California,San Diego,7.7,7.2,8.3
Texas,Denton,8.1,7.6,8.6
California,Pomona,9.2,8.4,10.0
California,Sacramento,7.8,7.5,8.1
Florida,Jacksonville,7.6,7.2,8.1
Alabama,Montgomery,8.7,8.2,9.3
Illinois,Chicago,13.6,12.4,15.0
Nevada,Sparks,9.2,8.7,9.8
Nevada,Reno,8.8,8.3,9.3
New York,New York,10.5,9.8,11.3
New Hampshire,Nashua,10.6,9.9,11.5
Hawaii,Honolulu,10.2,9.8,10.6
California,Ontario,9.2,8.5,9.9
New York,New York,10.4,9.6,11.2
New York,New York,12.1,11.2,13.2
Oregon,Medford,10.9,10.8,11.2
South Carolin,North Charleston,8.2,7.9,8.6
California,Whittier,7.4,7.0,7.9
Arizona,Mesa,10.5,10.0,11.1
California,Pleasanton,7.9,7.8,8.0
Texas,Houston,10.4,9.7,11.2
Texas,Amarillo,8.8,8.2,9.4
South Dakota,Sioux Falls,7.1,6.7,7.7
California,San Francisco,6.8,6.4,7.3
Kentucky,Louisville,13.9,13.1,14.8
Ohio,Toledo,12.4,11.7,13.2
Arizona,Surprise,9.4,9.0,10.1
Massachusetts,Boston,10.0,9.4,10.9
Massachusetts,Springfield,10.8,10.2,11.7
Texas,Houston,11.8,11.0,12.8
Texas,San Antonio,7.5,7.2,7.9
North Carolin,Charlotte,7.2,6.8,7.8
Idaho,Boise City,8.7,8.2,9.4
Minnesota,Plymouth,7.4,7.0,7.9
Hawaii,Honolulu,14.2,13.1,15.4
New York,New York,9.3,8.6,10.2
Tennessee,Memphis,,,
California,Garden Grove,8.2,7.7,8.8
Maryland,Baltimore,13.2,12.3,14.3
California,Hawthorne,10.0,9.4,10.7
Nevada,Las Vegas,8.6,8.1,9.2
New York,New York,8.5,7.9,9.1
Massachusetts,Boston,10.2,9.6,10.9
Texas,Dallas,11.6,10.8,12.5
California,Clovis,9.5,9.1,10.0
Georgia,Atlanta,6.7,6.5,7.0
New Mexico,Santa Fe,9.2,8.7,9.8
Illinois,Chicago,12.8,11.8,13.9
Ohio,Dayton,12.2,11.4,13.0
Illinois,Rockford,13.4,12.7,14.1
Florida,Jacksonville,8.0,7.6,8.5
Illinois,Aurora,10.4,9.7,11.0
South Carolin,North Charleston,12.6,11.5,13.9
Virginia,Norfolk,9.6,9.5,9.7
Mississippi,Gulfport,12.2,11.1,13.3
Texas,Corpus Christi,8.5,7.8,9.1
New York,New York,13.2,12.3,14.2
Texas,Houston,10.5,9.8,11.4
Oregon,Portland,9.6,9.0,10.3
Indiana,Fort Wayne,11.2,10.4,12.1
Washington,Spokane Valley,10.7,10.6,10.9
Colorado,Denver,8.3,7.9,8.9
California,Elk Grove,8.9,8.5,9.3
New Jersey,Trenton,11.9,11.1,12.7
Ohio,Youngstown,13.0,12.2,14.1
California,Concord,8.3,7.9,8.8
Texas,Dallas,8.8,8.5,9.2
Washington,Auburn,9.2,8.6,9.8
Oklahoma,Tulsa,8.9,8.5,9.5
New York,New York,11.6,11.0,12.2
New York,New York,11.9,11.3,12.6
New York,New York,12.9,12.0,14.0
New York,New York,9.7,9.3,10.3
Texas,Dallas,9.5,8.8,10.2
Illinois,Peoria,10.6,10.0,11.3
Nevada,North Las Vegas,9.1,8.7,9.7
New Hampshire,Manchester,10.3,9.8,11.0
California,Los Angeles,7.5,7.2,7.9
California,Los Angeles,7.3,7.0,7.8
Texas,Round Rock,7.9,7.5,8.5
North Carolin,Charlotte,10.1,9.5,10.7
Texas,Fort Worth,8.9,8.5,9.5
Arizona,Phoenix,10.8,10.0,11.7
Texas,Dallas,13.2,12.4,14.1
Tennessee,Chattanooga,9.0,8.6,9.6
New Jersey,Paterson,9.8,9.4,10.3
Texas,El Paso,10.1,9.1,11.1
Florida,Palm Coast,8.5,8.1,9.0
Ohio,Cleveland,12.5,11.7,13.4
New York,New York,13.0,12.1,14.1
Virginia,Hampton,7.5,7.2,8.0
Ohio,Akron,9.5,9.2,9.8
Illinois,Chicago,7.3,7.0,7.6
Texas,Baytown,8.7,8.0,9.5
Louisiana,New Orleans,7.6,7.3,8.1
Kansas,Overland Park,8.2,7.8,8.8
Florida,Sunrise,8.0,7.9,8.1
Ohio,Columbus,9.2,8.5,10.1
Louisiana,Lake Charles,10.4,9.7,11.3
New York,Rochester,14.4,13.5,15.5
New York,New York,10.3,9.7,11.0
Tennessee,Clarksville,9.6,9.1,10.2
Georgia,Johns Creek,6.8,6.5,7.1
Connecticut,Hartford,8.8,7.9,9.7
Texas,San Antonio,8.6,8.2,8.9
Wisconsin,Milwaukee,9.2,8.6,10.0
California,Palmdale,8.2,7.8,8.8
New York,Buffalo,14.9,14.2,15.8
New York,New York,10.1,9.4,10.9
New Jersey,Newark,10.1,9.6,10.8
Hawaii,Honolulu,8.4,8.0,8.8
California,Oceanside,8.5,8.4,8.6
Alabama,Birmingham,6.9,6.6,7.4
Oregon,Portland,8.1,7.8,8.6
California,Bellflower,9.0,8.5,9.4
Colorado,Denver,9.2,8.7,9.7
Kansas,Olathe,10.1,9.5,10.8
Texas,San Antonio,8.3,7.8,8.8
New York,New York,9.1,8.7,9.6
Illinois,Chicago,9.1,8.2,10.0
California,Oakland,11.6,11.0,12.3
Michigan,Detroit,13.9,12.9,15.1
New York,Rochester,12.3,11.7,12.9
Washington,Auburn,10.0,9.9,10.2
Texas,Houston,9.8,9.1,10.6
Tennessee,Memphis,13.7,12.6,14.9
Indiana,Bloomington,12.0,11.0,13.2
Hawaii,Honolulu,10.0,9.6,10.5
Massachusetts,Lawrence,11.4,11.1,11.6
Connecticut,Danbury,11.6,10.8,12.5
Michigan,Warren,10.3,9.7,11.1
New York,New York,10.5,9.6,11.5
Alabama,Hoover,7.9,7.8,8.0
North Carolin,Charlotte,8.6,8.2,9.0
Indiana,Evansville,11.8,11.0,13.4
Texas,El Paso,7.1,6.7,7.6
California,Redlands,9.0,8.6,9.8
Pennsylvania,Philadelphia,12.0,11.2,12.8
Texas,Dallas,8.9,8.6,9.4
Utah,West Jordan,9.1,8.5,10.0
California,Huntington Beach,7.8,7.4,8.2
New York,New York,9.5,9.2,9.9
Illinois,Bolingbrook,8.9,8.4,9.4
Kansas,Topeka,8.6,8.2,9.2
Massachusetts,New Bedford,12.2,11.5,13.0
New York,New York,8.6,8.2,9.0
California,Elk Grove,9.3,8.8,9.9
Wisconsin,Madison,9.3,8.7,10.1
California,Tustin,8.1,7.7,8.7
California,Los Angeles,8.0,7.4,8.6
Texas,League City,8.3,7.9,8.8
Texas,Dallas,8.8,8.4,9.4
Kentucky,Louisville,11.0,10.4,11.7
North Carolin,Fayetteville,9.0,8.6,9.4
California,Elk Grove,8.4,8.0,8.9
New York,New York,10.9,10.3,11.6
California,Fresno,10.8,9.9,11.7
Oregon,Medford,9.6,9.1,10.3
Oklahoma,Oklahoma City,11.2,10.7,11.7
California,Santa Ana,8.3,7.7,9.1
Illinois,Naperville,7.9,7.6,8.3
Florida,Orlando,7.2,6.9,7.7
Pennsylvania,Allentown,10.8,9.8,12.9
Ohio,Toledo,10.0,9.3,10.8
Pennsylvania,Philadelphia,14.5,13.6,15.6
Illinois,Chicago,13.3,12.3,14.4
Delaware,Wilmington,12.8,11.9,14.0
California,San Jose,7.0,6.6,7.5
Washington,Bellevue,8.0,7.6,8.4
California,Glendale,8.3,7.8,8.9
California,Fullerton,7.4,7.0,7.8
Texas,San Antonio,8.7,8.2,9.4
Washington,Kent,9.6,9.1,10.3
Texas,Austin,8.0,7.6,8.6
New York,New York,11.1,10.6,11.7
Florida,Cape Coral,7.7,7.2,8.2
New York,Rochester,,,
Indiana,Hammond,9.4,9.0,10.0
Alaska,Anchorage,8.5,8.1,8.8
Colorado,Westminster,9.5,9.1,10.0
Florida,Lakeland,7.6,7.1,8.2
California,Redlands,10.4,9.8,11.0
California,Los Angeles,7.7,7.3,8.1
Alabama,Montgomery,8.2,7.7,8.9
California,Simi Valley,8.6,8.1,9.2
Illinois,Peoria,,,
Massachusetts,Boston,9.2,8.9,9.4
Illinois,Peoria,10.6,9.7,11.5
Texas,El Paso,8.8,8.1,9.6
Indiana,Indianapolis,12.6,11.9,13.5
Alaska,Anchorage,10.1,9.7,10.7
Illinois,Bloomington,9.1,9.0,9.3
Oklahoma,Broken Arrow,,,
Hawaii,Honolulu,9.7,9.1,10.3
Pennsylvania,Allentown,12.3,11.7,12.8
South Carolin,North Charleston,11.2,10.5,12.1
Nevada,Las Vegas,9.4,8.8,10.1
Missouri,Kansas City,13.9,13.1,14.8
Iowa,Cedar Rapids,7.8,7.3,8.4
New York,New York,12.5,11.6,13.4
Arizona,Phoenix,12.3,11.5,13.1
California,Buena Park,7.1,6.7,7.4
Pennsylvania,Pittsburgh,8.4,8.2,8.7
Texas,El Paso,8.5,7.7,9.3
Louisiana,Baton Rouge,10.1,9.5,10.8
Oklahoma,Oklahoma City,12.8,12.1,13.6
California,Santa Ana,9.4,8.5,10.3
Tennessee,Nashville,8.3,7.9,8.9
New York,Yonkers,10.1,9.5,10.7
Wisconsin,Milwaukee,12.0,11.3,12.9
North Carolin,Gastonia,,,
Texas,Dallas,12.0,11.1,13.0
North Carolin,Cary,7.3,7.2,7.4
Wisconsin,Milwaukee,11.8,11.0,13.1
Louisiana,Baton Rouge,10.2,9.6,10.9
California,Los Angeles,7.9,7.6,8.4
California,Torrance,6.7,6.5,7.0
Louisiana,Shreveport,9.0,8.5,9.5
Michigan,Detroit,14.5,13.5,15.8
New York,New York,9.1,8.5,9.9
Texas,Dallas,8.9,8.4,9.5
California,Chula Vista,9.2,8.6,9.9
Tennessee,Knoxville,12.1,11.2,13.0
District of C,Washington,8.5,8.2,8.8
Ohio,Toledo,10.6,10.0,11.3
Michigan,Detroit,13.8,12.7,15.0
Illinois,Chicago,14.6,13.2,16.1
Tennessee,Nashville,12.0,11.2,12.9
Virginia,Portsmouth,9.7,9.0,10.6
Ohio,Cleveland,10.0,9.3,10.9
California,Modesto,8.5,8.0,9.2
South Carolin,Columbia,8.4,8.0,8.8
Georgia,Roswell,9.0,8.2,9.8
Colorado,Denver,8.3,7.9,8.8
Texas,Missouri City,9.9,9.2,10.7
Massachusetts,Lynn,10.9,10.5,11.5
Colorado,Fort Collins,8.2,7.8,8.7
California,San Jose,8.2,7.9,8.7
Florida,Pompano Beach,8.0,7.6,8.6
Florida,Largo,8.6,8.0,9.3
Tennessee,Memphis,11.8,11.0,12.8
South Carolin,North Charleston,10.2,9.7,10.7
Massachusetts,Worcester,10.7,10.0,11.5
California,Fresno,10.8,10.0,11.5
Indiana,Indianapolis,9.0,8.5,9.7
Texas,Dallas,7.3,7.0,7.8
Virginia,Norfolk,8.2,7.6,8.9
California,San Francisco,7.9,7.4,8.6
Wisconsin,Waukesha,8.0,7.6,8.5
Indiana,Indianapolis,13.9,12.9,15.1
Georgia,Augusta,8.6,8.2,9.1
Ohio,Cincinnati,12.8,11.9,13.8
Washington,Spokane,9.9,9.2,11.1
California,Redlands,9.6,9.1,10.3
Virginia,Portsmouth,8.4,8.0,8.9
Washington,Seattle,8.6,8.2,9.0
Texas,Denton,9.5,8.9,10.2
Michigan,Farmington Hills,10.4,9.9,11.1
Florida,Tampa,8.5,8.0,9.1
New York,New York,11.9,11.3,12.6
Ohio,Akron,9.9,9.3,10.6
New York,New York,9.1,8.1,11.1
California,Los Angeles,8.6,7.9,9.2
Texas,San Antonio,9.9,9.2,10.7
Arizona,Scottsdale,9.0,8.5,9.7
California,Los Angeles,12.5,11.6,13.4
California,San Jose,8.6,8.1,9.2
Maryland,Baltimore,10.4,9.7,11.1
Washington,Bellevue,7.9,7.5,8.2
New Mexico,Rio Rancho,9.8,9.3,10.4
California,Los Angeles,7.6,7.0,8.2
Tennessee,Murfreesboro,9.3,8.7,10.0
Texas,Houston,8.5,8.0,9.0
Washington,Everett,10.2,9.7,10.8
Utah,Ogden,,,
New York,New York,10.5,9.8,11.3
Texas,Corpus Christi,8.3,7.7,9.0
California,Chico,8.8,8.4,9.5
California,Fresno,8.1,7.6,8.7
Texas,Dallas,10.9,10.3,11.7
Florida,Lauderhill,11.6,10.5,12.8
Ohio,Toledo,9.7,9.0,10.4
New York,Rochester,15.2,14.2,16.2
California,Los Angeles,7.4,7.0,7.8
Ohio,Columbus,9.9,9.4,10.4
Texas,Killeen,9.7,9.3,10.2
California,San Jose,6.8,6.5,7.2
Illinois,Chicago,11.2,10.4,12.1
Texas,Houston,7.5,7.1,8.0
California,Sacramento,8.9,8.5,9.4
Kansas,Overland Park,7.9,7.4,8.5
Illinois,Aurora,12.2,10.5,15.6
Kansas,Overland Park,8.0,7.6,8.4
Colorado,Denver,8.2,7.8,8.8
California,Mission Viejo,8.0,7.5,8.6
Pennsylvania,Erie,12.8,12.2,13.5
Nebraska,Omaha,12.4,11.6,13.2
California,Elk Grove,8.9,8.8,9.0
Texas,Houston,10.3,9.6,11.2
California,Whittier,8.5,7.9,9.1
Texas,San Antonio,7.7,7.3,8.2
New York,New York,9.3,8.7,10.1
Texas,Allen,7.7,7.2,8.3
Georgia,Atlanta,7.1,6.7,7.6
New Hampshire,Nashua,9.2,8.6,10.0
Florida,Miami,6.0,5.8,6.3
California,Long Beach,7.1,6.7,7.6
California,Rialto,10.5,9.8,11.3
Wisconsin,Madison,8.6,8.2,9.1
New York,New York,11.5,10.8,12.2
Illinois,Champaign,12.4,11.6,13.3
New York,New York,9.3,8.9,9.8
Oregon,Portland,10.2,9.7,10.7
Kansas,Overland Park,8.3,7.9,8.7
Oklahoma,Norman,9.9,9.3,10.6
New York,New York,11.2,10.6,12.0
Georgia,Atlanta,7.4,6.8,8.2
Pennsylvania,Philadelphia,12.5,11.8,13.2
